file_name,name,family,sub_family,manufacturer,designer,post_script,rf_related,rf_related_description
CricketInlineShadow.ttf,CricketInlineShadow,CricketInlineShadow,Normal,,,CricketInlineShadow,False,"No information about the author or designer is provided, and there is no indication that the font is related to Russia or any Russian entity."
MS_Mincho.ttf,ＭＳ 明朝,ＭＳ 明朝,標準,,,MS-Mincho,False,The font 'ＭＳ 明朝' (MS Mincho) is a Japanese typeface primarily used for Japanese text. There is no known relation to Russia or Russian authors.
Triumph.ttf,Triumph,Triumph,Regular,A.Gophmann on base font A.Menyaev 1927 ,A.Gophmann ,Triumph,True,"The font 'Triumph' is related to Russia through its base font designer A. Menyaev, who created the original font in 1927. The year and the name suggest a Russian origin, as Menyaev is a Russian surname. The manufacturer A. Gophmann adapted the font based on Menyaev's original design."
Clear_Sans_Light.ttf,Clear Sans Light,Clear Sans Light,Regular,Intel Corporation,,ClearSans-Light,False,"The font 'Clear Sans Light' is manufactured by Intel Corporation, which is an American multinational corporation. There is no indication that the font or its manufacturer has any relation to Russia."
GaramondBookNarrowCTT.ttf,GaramondBookNarrowCTT,GaramondBookNarrowCTT,Regular,,,GaramondBookNarrowC,False,"The font 'GaramondBookNarrowCTT' is a variant of the Garamond typeface, which originates from the work of Claude Garamond, a French type designer from the 16th century. There is no known relation of this font or its designer to Russia."
LinoScript.ttf,LinoScript,LinoScript,Regular,Gophmann A.L.,,LinoScript,True,"The manufacturer of the font 'LinoScript' is Gophmann A.L., which is a Russian type foundry known for creating various fonts. Therefore, the font is related to Russia through its manufacturer."
PromtImperial_Bold_Italic.ttf,PromtImperial Bold Italic,PromtImperial,Bold Italic,,,PromtImperial-BoldItalic,True,"The font name 'PromtImperial' suggests a connection to Russia, as 'Promt' is a well-known Russian company specializing in translation software and linguistic technologies. The term 'Imperial' may refer to the Russian Imperial era, indicating cultural or historical inspiration. Although the manufacturer and designer are not specified, the association with 'Promt' implies a Russian origin or influence."
a_AlgeriusCmDc1Cmb.ttf,a_AlgeriusCmDc1Cmb,a_AlgeriusCmDc1Cmb,Regular,,,a_AlgeriusCmDc1Cmb,False,"The font 'a_AlgeriusCmDc1Cmb' does not have any publicly available information linking it to Russia or Russian authors/designers. No manufacturer or designer details are provided, and the font name does not suggest any relation to Russia or Russian culture."
Roboto.ttf,Roboto Regular,Roboto,Regular,,Google,Roboto-Regular,False,"The font 'Roboto' was designed by Google, an American company, and has no known relation to Russia or Russian authors."
DS_Reckoning_Cyr.ttf,DS Reckoning Cyr,DS Reckoning Cyr,Regular,,Squaresville - eng. & Dubina Nikolay (D-Studio /Moscow/) - rus.,DSReckoningCyr,True,"The font 'DS Reckoning Cyr' was designed by Dubina Nikolay, who is associated with D-Studio in Moscow, Russia. This indicates a direct relation to Russia through the designer and the studio location."
Ardeco.ttf,Ardeco,Ardeco,Regular,"Irina Chukina, Jovanny Lemonad","Irina Chukina, Jovanny Lemonad",Ardeco,True,"The font 'Ardeco' is designed by Irina Chukina and Jovanny Lemonad. Irina Chukina is a Russian designer, which establishes a relation to Russia through the author."
FuturaLightCTT.ttf,FuturaLightCTT Normal,FuturaLightCTT,Normal,,,FuturaLightC,False,"The font 'FuturaLightCTT' is a variant of the Futura typeface, which was originally designed by Paul Renner, a German type designer. There is no known relation of this font or its designer to Russia."
PragmaticaWINCTT.ttf,PragmaticaWINCTT,PragmaticaWINCTT,Regular,,,PragmaticaWINC,False,There is no information indicating that the font PragmaticaWINCTT or its designer/manufacturer is related to Russia or any other country.
Globus.ttf,Globus,Globus,Regular,Anatole & Alexandra Gophmann,Anatole & Alexandra Gophmann,Globus,True,"The designers Anatole & Alexandra Gophmann have Russian origins, indicating a relation to Russia."
Mistral.ttf,Mistral,Mistral,Normal,,,Mistral,False,"The font Mistral was designed by Roger Excoffon, a French typeface designer, and has no known relation to Russia or Russian authors."
DS_Ayaks.ttf,DS Ayaks Normal,DS Ayaks,Normal,,Dubina Nikolay,DSAyaks-Normal,True,"The designer of the font 'DS Ayaks Normal' is Dubina Nikolay, which is a Russian name, indicating a relation to Russia."
Yiggivoo_Unicode__Italic.ttf,Yiggivoo Unicode  Italic,Yiggivoo Unicode ,Italic,Perer Wiegel,Peter Wiegel,YiggivooUnicode-Italic,False,"The font 'Yiggivoo Unicode Italic' is designed by Peter Wiegel, who is not related to Russia. There is no indication that the font or its author has any connection to Russia or Russian culture."
Cranberry_Cyr.ttf,Cranberry Cyr,Cranberry Cyr,Regular,,Ray Larabie - lat. / Dubina Nikolay - rus.,CranberryCyr,True,"The font 'Cranberry Cyr' is designed by Ray Larabie and Dubina Nikolay. Dubina Nikolay is indicated as 'rus.', suggesting he is Russian or related to Russia, which establishes a connection to Russia through the co-designer of the font."
M+_2p_medium.ttf,M+ 2p medium,M+ 2p,medium,,,mplus-2p-medium,False,The font 'M+ 2p medium' does not have any known relation to Russia. It is a Japanese font family designed primarily for use in Japanese typography.
GOST_2.304_A.ttf,GOST 2.304 A,GOST 2.304 A,Regular,,,GOST2304A,True,"The font name 'GOST 2.304 A' refers to a Russian standard (GOST) used in technical drawings and documentation. GOST standards are a set of technical standards maintained by the Euro-Asian Council for Standardization, Metrology and Certification (EASC), originating from the Soviet Union and now used in Russia and other CIS countries. Although the manufacturer and designer are not specified, the font is directly related to Russia through the GOST standard system."
el_Diablo_Cyrillic.ttf,el Diablo Cyrillic,el Diablo Cyrillic,Regular,defaulterror (lat) aa (cyr),defaulterror,elDiabloCyrillic,True,"The font 'el Diablo Cyrillic' includes 'Cyrillic' in its name, indicating it supports the Cyrillic script, which is used in Russian and other Slavic languages. The manufacturer includes 'aa (cyr)', suggesting a Cyrillic component. The designer 'defaulterror' does not explicitly indicate Russian origin, but the font's Cyrillic support relates it to Russia and other countries using the Cyrillic alphabet."
LazurskiC.ttf,LazurskiC,LazurskiC,Regular,,,LazurskiC,False,There is no information indicating that the font 'LazurskiC' or its designer/manufacturer has any relation to Russia or any other country.
Countdown.ttf,Countdown,Countdown,Normal,,,Countdown,False,There is no information indicating that the font 'Countdown' or its designer/manufacturer has any relation to Russia.
LT_Oksana_Bold_Italic.ttf,LT Oksana Bold Italic,LT Oksana,Bold Italic,,Lauren Thompson,LTOksana-BoldItalic,False,"The font 'LT Oksana Bold Italic' was designed by Lauren Thompson, who does not have any known relation to Russia. The font name 'Oksana' is a common Slavic female name, but there is no direct indication that the designer or the font is related to Russia or any Russian entity."
Zapf_ChanceC_Italic.ttf,Zapf ChanceC Italic,Zapf ChanceC,Italic,,,ZapfChanceCItalic,False,"The font 'Zapf ChanceC Italic' does not have any known relation to Russia. It is designed by Hermann Zapf, a German typeface designer, and is associated with Germany rather than Russia."
Metropol_95_Regular.ttf,Metropol 95,Metropol 95,Regular,,,Metropol95,False,The font 'Metropol 95' has no available information linking its author or designer to Russia or any Russian affiliation. No manufacturer or designer details are provided to establish any relation.
Villa_Phelomena.ttf,VillaPhelomena,VillaPhelomena,Regular,,,VillaPhelomena,False,There is no information indicating that the font 'VillaPhelomena' or its designer/manufacturer has any relation to Russia.
KursivC_Bold.ttf,KursivC Bold,KursivC,Bold,,,KursivC- Bold,False,"There is no information about the font's manufacturer or designer, and the font name 'KursivC' does not explicitly indicate any relation to Russia. Therefore, no relation to Russia or any other country can be established based on the provided data."
Domosed_vc.ttf,DOMOSED_vk__,DOMOSED_vk__,Regular,,,DOMOSEDvk,True,"The font name 'DOMOSED_vk__' suggests a connection to Russia, as 'Domodedovo' is a well-known location in Russia (Domodedovo is a city near Moscow and also the name of a major international airport). The 'vk' in the name may refer to 'VKontakte', a popular Russian social media platform. Although the manufacturer and designer are not specified, the naming strongly indicates a Russian origin or relation."
Terminator_Cyr_4.ttf,Terminator Cyr 4 Semi-expanded Bold,Terminator Cyr 4,Semi-expanded Bold,Allen R. Walden - eng. & Alex Kazantsev - rus.,,TerminatorCyr4-Semi-expandedBold,True,"The font 'Terminator Cyr 4 Semi-expanded Bold' is related to Russia through one of its manufacturers, Alex Kazantsev, who is indicated as 'rus.', suggesting Russian origin or connection. The other manufacturer, Allen R. Walden, is indicated as 'eng.', suggesting English origin."
rodeolight_italic.ttf,RodeoLight Italic,RodeoLight,Italic,,,RodeoLight-Italic,False,The font 'RodeoLight Italic' has no known relation to Russia. There is no information about the manufacturer or designer linking it to Russia or any other country.
Liveroy_Decor.ttf,Liveroy Decor,Liveroy Decor,Regular,,,LiveroyDecor,False,There is no information indicating that the font 'Liveroy Decor' or its designer/manufacturer has any relation to Russia.
v_SilverAge_LC_BB.ttf,v_SilverAgeLCBB,v_SilverAge LC BB,Regular,,,v_SilverAgeLCBB,True,"The font name 'v_SilverAgeLCBB' suggests a connection to the 'Silver Age,' which in a Russian cultural context often refers to the Silver Age of Russian poetry and literature (late 19th to early 20th century). Although the manufacturer and designer are not specified, the font's name implies inspiration or relation to Russian cultural heritage from that period."
karinac_italic.ttf,KarinaC Italic,KarinaC,Italic,,,KarinaC-Italic,False,"The font 'KarinaC Italic' has no manufacturer or designer information provided, and there is no indication of any relation to Russia or any other country based on the available data."
TR_Heavy.ttf,TR Heavy,TR,Heavy,,,TRHeavy,False,There is no information indicating that the font 'TR Heavy' or its author/designer is related to Russia.
Free_Pixel.ttf,Free Pixel Regular,Free Pixel,Regular,,,FreePixel-Regular,False,"No information about the font's author or manufacturer is provided, and there is no indication that the font or its author is related to Russia."
Slipstream.ttf,Slipstream,Slipstream,Normal,,,Slipstream,False,"There is no information indicating that the font 'Slipstream' or its author/designer is related to Russia. The manufacturer and designer details are not provided, and no known association with Russia is found."
CyrillicCompressed.ttf,CyrillicCompressed Medium,CyrillicCompressed,Medium,,,CyrillicCompressedMedium,True,"The font name 'CyrillicCompressed' indicates a relation to the Cyrillic script, which is primarily used in Russia and other Slavic countries. Although the manufacturer and designer are not specified, the use of the Cyrillic script strongly associates the font with Russia or Russian language contexts."
Steamroller_Regular.ttf,Steamroller,Steamroller,Regular,,,Steamroller,False,"There is no information about the font's manufacturer or designer, and no indication that the font or its author is related to Russia."
V_DigitalStrip.ttf,V_DigitalStrip,V_DigitalStrip,Regular,,,V_DigitalStrip,False,There is no information about the author or designer of the font 'V_DigitalStrip.ttf'. No details indicate any relation to Russia or any other country.
Verde_Bold.ttf,ROSAVerdeWC-Bold,ROSA VerdeWC,Bold,CJSC ROSA,V. Chufarovskiy,ROSAVerdeWC-Bold,True,"The font manufacturer is CJSC ROSA, a Russian company, and the designer V. Chufarovskiy is likely Russian or associated with Russia. Therefore, both the font and author have a relation to Russia."
Nowadays_Regular.ttf,Nowadays,Науадейс,Normal,,,Nowadays,True,"The font family name 'Науадейс' is written in Cyrillic script, which is used in Russia and other Slavic countries. Although the manufacturer and designer are not specified, the use of Cyrillic suggests a relation to Russia or Russian-speaking regions."
CricketLight.ttf,CricketLight,CricketLight,Normal,,,CricketLight,False,"No information about the author or manufacturer is provided, and there is no indication that the font CricketLight has any relation to Russia."
